id,control_no,control_yes,forty_no,forty_yes,fifty_no,fifty_yes,sixty_no,sixty_yes,above_sixtyfive_no,above_sixtyfive_yes
Carlsson & Eriksson (2019),142,9,1477,118,1621,57,979,17,801,10
