mean_like_control,mean_like_fifty,mean_like_forty,sd_like_control,sd_like_fifty,sd_like_forty,n_like_control,n_like_fifty,n_like_forty
7.0284191829484906,6.677663843067323,6.983514099783081,2.290674929388597,2.3723382622948748,2.2219874205611108,1214,2401,2445
